numero_local,region,provincia,distrito,lat,lng,clasificacion_oficial_urbano_rural,fuente_clasificacion_oficial,codigo_casco_urbano_inei,distrito_casco_urbano_inei,descripcion_casco_urbano_inei,distancia_borde_casco_urbano_m,profundidad_relativa_casco_urbano,subclasificacion_urbana_oficial
7568,ANCASH,YUNGAY,QUILLO,-9.270846,-78.001381,rural,Fuera de casco urbano INEI,,,,,,
7569,ANCASH,POMABAMBA,HUAYLLAN,-8.8722,-77.4363,rural,Fuera de casco urbano INEI,,,,,,
7570,AYACUCHO,CANGALLO,CHUSCHI,-13.4525,-74.3481,rural,Fuera de casco urbano INEI,,,,,,
7571,AYACUCHO,LUCANAS,AUCARA,-14.198265,-74.087706,rural,Fuera de casco urbano INEI,,,,,,
7572,AYACUCHO,LUCANAS,CHIPAO,-14.4309,-73.689,rural,Fuera de casco urbano INEI,,,,,,
7573,CUSCO,PAUCARTAMBO,CHALLABAMBA,-12.873722,-71.907272,rural,Fuera de casco urbano INEI,,,,,,
7575,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,-12.585801,-75.035879,rural,Fuera de casco urbano INEI,,,,,,
7577,HUANCAVELICA,TAYACAJA,HUARIBAMBA,-12.273,-74.8425,rural,Fuera de casco urbano INEI,,,,,,
7578,HUANCAVELICA,TAYACAJA,PICHOS,-12.231291,-74.888259,rural,Fuera de casco urbano INEI,,,,,,
7579,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,-12.058,-74.9846,rural,Fuera de casco urbano INEI,,,,,,
7580,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,-12.080465,-74.865507,rural,Fuera de casco urbano INEI,,,,,,
7581,HUANUCO,DOS DE MAYO,MARIAS,-9.532761,-76.364,rural,Fuera de casco urbano INEI,,,,,,
7582,HUANUCO,HUANUCO,AMARILIS,-9.9742,-76.2033,rural,Fuera de casco urbano INEI,,,,,,
7583,HUANUCO,MARAÑON,CHOLON,-8.733049,-76.745416,rural,Fuera de casco urbano INEI,,,,,,
7584,HUANUCO,PUERTO INCA,PUERTO INCA,-9.260861,-74.881685,rural,Fuera de casco urbano INEI,,,,,,
7585,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,-8.34751,-78.206649,urbano,INEI casco urbano WFS,131001,SANTIAGO DE CHUCO,CASCO URBANO,30.1,0.0411,urbano_periferico
7586,LA LIBERTAD,OTUZCO,USQUIL,-7.81917,-78.332615,rural,Fuera de casco urbano INEI,,,,,,
7587,LIMA,HUAURA,LEONCIO PRADO,-11.051317,-77.027504,urbano,INEI casco urbano WFS,150807,LEONCIO PRADO,CASCO URBANO,30.1,0.1053,urbano_periferico
7588,LORETO,UCAYALI,SARAYACU,-6.137228,-75.040067,rural,Fuera de casco urbano INEI,,,,,,
7589,LORETO,DATEM DEL MARAÑON,MANSERICHE,-4.84692,-77.4848,rural,Fuera de casco urbano INEI,,,,,,
7590,PIURA,HUANCABAMBA,CANCHAQUE,-5.225168,-79.644268,urbano,INEI casco urbano WFS,200302,CANCHAQUE,CASCO URBANO,37.78,0.0699,urbano_periferico
7591,PIURA,MORROPON,CHALACO,-5.112514,-79.810723,rural,Fuera de casco urbano INEI,,,,,,
7592,PIURA,MORROPON,CHULUCANAS,-5.141306,-80.110931,urbano,INEI casco urbano WFS,200401,CHULUCANAS,CASCO URBANO,22.91,0.0115,urbano_periferico
7595,PUNO,PUNO,ATUNCOLLA,-15.659076,-70.167366,rural,Fuera de casco urbano INEI,,,,,,
7596,PUNO,PUNO,COATA,-15.530853,-69.951893,urbano,INEI casco urbano WFS,210107,COATA,CASCO URBANO,93.04,0.143,urbano_periferico
7598,PUNO,MOHO,MOHO,-15.284,-69.6336,rural,Fuera de casco urbano INEI,,,,,,
7599,PUNO,SAN ANTONIO DE PUTINA,PUTINA,-14.901539,-69.776768,rural,Fuera de casco urbano INEI,,,,,,
7600,SAN MARTIN,LAMAS,PINTO RECODO,-6.1458,-76.8148,rural,Fuera de casco urbano INEI,,,,,,
7643,AYACUCHO,HUANTA,SIVIA,-12.516,-73.8917,rural,Fuera de casco urbano INEI,,,,,,
7644,AYACUCHO,HUANTA,SIVIA,-12.728567,-73.944399,rural,Fuera de casco urbano INEI,,,,,,
7650,CAJAMARCA,SAN IGNACIO,HUARANGO,-4.977194,-78.745328,rural,Fuera de casco urbano INEI,,,,,,
7657,HUANUCO,PACHITEA,CHAGLLA,-9.5071,-75.9341,urbano,INEI casco urbano WFS,100802,CHAGLLA,CASCO URBANO,19.89,0.0277,urbano_periferico
7660,APURIMAC,AYMARAES,TINTAY,-13.9063,-73.133,rural,Fuera de casco urbano INEI,,,,,,
7679,LORETO,UCAYALI,CONTAMANA,-8.183938,-75.631976,rural,Fuera de casco urbano INEI,,,,,,
7685,CUSCO,URUBAMBA,MARAS,-13.38248,-72.11622,rural,Fuera de casco urbano INEI,,,,,,
7686,LORETO,UCAYALI,CONTAMANA,0.0,0.0,rural,Fuera de casco urbano INEI,,,,,,
7691,CUSCO,LA CONVENCION,MEGANTONI,-11.576771,-73.128881,rural,Fuera de casco urbano INEI,,,,,,
7694,CUSCO,CALCA,LARES,-13.05816,-71.946407,urbano,INEI casco urbano WFS,080404,LARES,CASCO URBANO,54.69,0.11,urbano_periferico
7699,AYACUCHO,HUANTA,LLOCHEGUA,-12.445,-73.9966,rural,Fuera de casco urbano INEI,,,,,,
7700,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,-14.871258,-72.960082,rural,Fuera de casco urbano INEI,,,,,,
7751,LIMA,YAUYOS,QUINOCAY,-12.327063,-76.278958,urbano,INEI casco urbano WFS,151025,QUINOCAY,CASCO URBANO,25.78,0.0818,urbano_periferico
7753,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,-11.93949,-74.70651,rural,Fuera de casco urbano INEI,,,,,,
8158,ANCASH,HUARAZ,INDEPENDENCIA,-9.535779,-77.56177,rural,Fuera de casco urbano INEI,,,,,,
8339,ANCASH,SANTA,CHIMBOTE,-8.997156,-78.555489,urbano,INEI casco urbano WFS,021801,CHIMBOTE,CASCO URBANO,321.68,0.0996,urbano_periferico
12487,LIMA,CAÑETE,NUEVO IMPERIAL,-13.084008,-76.283032,urbano,INEI casco urbano WFS,150510,NUEVO IMPERIAL,CASCO URBANO,400.84,0.2209,urbano_central
15102,PIURA,AYABACA,FRIAS,-4.9953,-79.957,urbano,INEI casco urbano WFS,200202,FRIAS,CASCO URBANO,30.55,0.0774,urbano_periferico
15126,PIURA,AYABACA,FRIAS,-4.9978,-79.9597,urbano,INEI casco urbano WFS,200202,FRIAS,CASCO URBANO,45.44,0.1151,urbano_periferico
15145,PIURA,AYABACA,PACAIPAMPA,-4.961468,-79.535898,rural,Fuera de casco urbano INEI,,,,,,
15346,PIURA,MORROPON,SANTO DOMINGO,-5.036637,-79.921128,rural,Fuera de casco urbano INEI,,,,,,
15347,PIURA,MORROPON,SANTO DOMINGO,-5.1057,-79.9595,rural,Fuera de casco urbano INEI,,,,,,
15418,PIURA,PIURA,CURA MORI,-5.3665,-80.6115,urbano,INEI casco urbano WFS,200107,CURA MORI,CASCO URBANO,143.79,0.1038,urbano_periferico
15506,PIURA,PIURA,TAMBO GRANDE,-4.8378,-80.2658,urbano,INEI casco urbano WFS,200114,TAMBO GRANDE,CASCO URBANO,288.97,0.1497,urbano_periferico
15578,PIURA,SECHURA,BELLAVISTA DE LA UNION,-5.432971,-80.738094,urbano,INEI casco urbano WFS,200802,BELLAVISTA DE LA UNION,CASCO URBANO,116.72,0.218,urbano_central
15592,PIURA,SECHURA,VICE,-5.436013,-80.807783,urbano,INEI casco urbano WFS,200805,VICE,CASCO URBANO,165.54,0.1518,urbano_central
15596,PIURA,SULLANA,IGNACIO ESCUDERO,-4.884967,-80.840552,urbano,INEI casco urbano WFS,200603,IGNACIO ESCUDERO,CASCO URBANO,40.67,0.0335,urbano_periferico
15636,PIURA,SULLANA,SULLANA,-4.842112,-80.596372,urbano,INEI casco urbano WFS,200601,SULLANA,CASCO URBANO,251.99,0.0842,urbano_periferico
16660,TUMBES,TUMBES,TUMBES,-3.5039,-80.3921,urbano,INEI casco urbano WFS,240101,TUMBES,CASCO URBANO,162.37,0.0749,urbano_periferico
17110,CAJAMARCA,CAJAMARCA,ENCAÑADA,-7.118722,-78.326945,rural,Fuera de casco urbano INEI,,,,,,
18153,JUNIN,CHANCHAMAYO,PERENE,-10.917,-74.8883,urbano,INEI casco urbano WFS,120302,PERENE,CASCO URBANO,387.59,0.2403,urbano_central
18194,LAMBAYEQUE,FERREÑAFE,PITIPO,-6.445,-79.605421,urbano,INEI casco urbano WFS,140205,PITIPO,CASCO URBANO,21.36,0.0193,urbano_periferico
18924,ANCASH,AIJA,LA MERCED,-9.717954,-77.597413,rural,Fuera de casco urbano INEI,,,,,,
19051,ANCASH,CASMA,BUENA VISTA ALTA,-9.360986,-78.153859,urbano,INEI casco urbano WFS,020802,BUENA VISTA ALTA,CASCO URBANO,72.82,0.1166,urbano_periferico
26630,LAMBAYEQUE,CHICLAYO,PATAPO,-6.7445,-79.5417,urbano,INEI casco urbano WFS,140117,PATAPO,CASCO URBANO,95.88,0.083,urbano_periferico
31397,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,-12.119179,-69.119977,urbano,INEI casco urbano WFS,170103,LAS PIEDRAS,CASCO URBANO,227.18,0.1378,urbano_periferico
31474,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,-5.7157,-78.4874,urbano,INEI casco urbano WFS,010701,BAGUA GRANDE,CASCO URBANO,193.4,0.1034,urbano_periferico
40023,ANCASH,HUAYLAS,PUEBLO LIBRE,-9.1758,-77.7977,rural,Fuera de casco urbano INEI,,,,,,
40059,ANCASH,SIHUAS,SAN JUAN,-8.657162,-77.637684,rural,Fuera de casco urbano INEI,,,,,,
40112,AYACUCHO,HUAMANGA,CHIARA,-13.4696,-74.1467,urbano,INEI casco urbano WFS,050105,CHIARA,CASCO URBANO,156.51,0.1627,urbano_central
40136,CAJAMARCA,CAJABAMBA,CACHACHI,-7.552781,-78.31144,rural,Fuera de casco urbano INEI,,,,,,
40142,CAJAMARCA,HUALGAYOC,BAMBAMARCA,-6.762794,-78.481575,urbano,INEI casco urbano WFS,060701,BAMBAMARCA,CASCO URBANO,83.14,0.0699,urbano_periferico
40152,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,-7.079111,-79.040074,urbano,INEI casco urbano WFS,061113,UNION AGUA BLANCA,CASCO URBANO,98.93,0.2689,urbano_central
40172,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,-7.24225,-77.970116,rural,Fuera de casco urbano INEI,,,,,,
40199,CUSCO,ESPINAR,COPORAQUE,-14.872723,-71.520045,rural,Fuera de casco urbano INEI,,,,,,
40221,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,-12.672,-75.2104,rural,Fuera de casco urbano INEI,,,,,,
40230,HUANCAVELICA,ACOBAMBA,ROSARIO,-12.7455,-74.6315,urbano,INEI casco urbano WFS,090208,ROSARIO,CASCO URBANO,173.46,0.1711,urbano_central
40233,HUANCAVELICA,ANGARAES,LIRCAY,-13.106147,-74.663383,rural,Fuera de casco urbano INEI,,,,,,
40374,LA LIBERTAD,PATAZ,TAYABAMBA,-8.310827,-77.238042,rural,Fuera de casco urbano INEI,,,,,,
40388,LA LIBERTAD,ASCOPE,CHICAMA,-7.7382,-79.004,urbano,INEI casco urbano WFS,130202,CHICAMA,CASCO URBANO,89.85,0.0834,urbano_periferico
40466,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,-6.3718,-79.7661,rural,Fuera de casco urbano INEI,,,,,,
40502,LIMA,LIMA,CARABAYLLO,-11.832168,-77.075729,urbano,INEI casco urbano WFS,150106,CARABAYLLO,CASCO URBANO,568.53,0.1345,urbano_periferico
40554,LIMA,YAUYOS,CHOCOS,-12.852128,-75.959317,rural,Fuera de casco urbano INEI,,,,,,
40581,LORETO,REQUENA,YAQUERANA,-5.943501,-73.187852,rural,Fuera de casco urbano INEI,,,,,,
40582,LORETO,UCAYALI,CONTAMANA,-7.796114,-75.318453,rural,Fuera de casco urbano INEI,,,,,,
40584,LORETO,UCAYALI,PADRE MARQUEZ,-7.848141,-75.018109,urbano,INEI casco urbano WFS,160603,PADRE MARQUEZ,CASCO URBANO,99.16,0.1609,urbano_central
40664,PIURA,PIURA,CATACAOS,-5.30129,-80.68126,urbano,INEI casco urbano WFS,200105,CATACAOS,CASCO URBANO,48.5,0.0231,urbano_periferico
40682,PIURA,PIURA,TAMBO GRANDE,-4.9522,-80.4535,rural,Fuera de casco urbano INEI,,,,,,
40708,PIURA,HUANCABAMBA,SONDORILLO,-5.330902,-79.481673,rural,Fuera de casco urbano INEI,,,,,,
40713,PIURA,MORROPON,SALITRAL,-5.345975,-79.857756,urbano,INEI casco urbano WFS,200406,SALITRAL,CASCO URBANO,154.84,0.1524,urbano_central
40749,PIURA,SULLANA,MIGUEL CHECA,-4.9065,-80.7503,urbano,INEI casco urbano WFS,200606,MIGUEL CHECA,CASCO URBANO,55.56,0.0599,urbano_periferico
40785,PUNO,PUNO,ACORA,-16.287235,-69.924403,rural,Fuera de casco urbano INEI,,,,,,
40932,UCAYALI,ATALAYA,RAIMONDI,-10.762404,-74.220219,urbano,INEI casco urbano WFS,250201,RAIMONDI,CASCO URBANO,151.55,0.0879,urbano_periferico
40934,UCAYALI,ATALAYA,TAHUANIA,-9.884227,-73.947332,rural,Fuera de casco urbano INEI,,,,,,
40939,PUNO,PUNO,ACORA,-16.1931,-69.7715,urbano,INEI casco urbano WFS,210102,ACORA,CASCO URBANO,57.65,0.0476,urbano_periferico
40958,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,-9.0312,-77.1693,urbano,INEI casco urbano WFS,020702,SAN NICOLAS,CASCO URBANO,93.78,0.1738,urbano_central
40961,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,-12.9906,-75.5079,urbano,INEI casco urbano WFS,090403,AURAHUA,CASCO URBANO,74.43,0.1889,urbano_periferico
40976,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,-0.37426,-74.674885,urbano,INEI casco urbano WFS,160803,TENIENTE MANUEL CLAVERO,CASCO URBANO,156.03,0.4139,urbano_central
40982,PUNO,EL COLLAO,ILAVE,-16.003633,-69.527512,rural,Fuera de casco urbano INEI,,,,,,
41000,ANCASH,SANTA,MACATE,-8.886933,-78.215929,rural,Fuera de casco urbano INEI,,,,,,
50001,AMAZONAS,BAGUA,ARAMANGO,-5.420168,-78.452123,urbano,INEI casco urbano WFS,010202,ARAMANGO,CASCO URBANO,31.59,0.0496,urbano_periferico
50002,AMAZONAS,BAGUA,ARAMANGO,-5.4828,-78.42835,rural,Fuera de casco urbano INEI,,,,,,
50003,AMAZONAS,BAGUA,BAGUA,-5.6698,-78.487,rural,Fuera de casco urbano INEI,,,,,,
50004,AMAZONAS,BONGARA,JAZAN,-5.930532,-78.009174,urbano,INEI casco urbano WFS,010307,JAZAN,CASCO URBANO,174.01,0.2132,urbano_central
50005,AMAZONAS,BONGARA,JAZAN,-5.99373,-77.996641,urbano,INEI casco urbano WFS,010518,SAN JERONIMO,CASCO URBANO,78.45,0.1702,urbano_periferico
50006,AMAZONAS,LUYA,LUYA,-6.17043,-78.02735,rural,Fuera de casco urbano INEI,,,,,,
50007,AMAZONAS,LUYA,OCUMAL,-6.30969,-78.12184,rural,Fuera de casco urbano INEI,,,,,,
50008,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,-6.61898,-77.232371,rural,Fuera de casco urbano INEI,,,,,,
50009,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,-6.446502,-77.01266,rural,Fuera de casco urbano INEI,,,,,,
50010,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,-6.617196,-77.325401,rural,Fuera de casco urbano INEI,,,,,,
50011,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,-5.8349,-78.5266,urbano,INEI casco urbano WFS,010701,BAGUA GRANDE,CASCO URBANO,67.45,0.0361,urbano_periferico
50012,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,-5.897913,-78.310779,urbano,INEI casco urbano WFS,010701,BAGUA GRANDE,CASCO URBANO,98.6,0.0527,urbano_periferico
50013,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,-5.914521,-78.352052,rural,Fuera de casco urbano INEI,,,,,,
50014,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,-5.91206,-78.304444,urbano,INEI casco urbano WFS,010701,BAGUA GRANDE,CASCO URBANO,129.64,0.0693,urbano_periferico
50015,AMAZONAS,UTCUBAMBA,CAJARURO,-5.755498,-78.25535,urbano,INEI casco urbano WFS,010702,CAJARURO,CASCO URBANO,81.65,0.0829,urbano_periferico
50016,AMAZONAS,UTCUBAMBA,CAJARURO,-5.729178,-78.305069,urbano,INEI casco urbano WFS,010702,CAJARURO,CASCO URBANO,77.58,0.0788,urbano_periferico
50017,AMAZONAS,UTCUBAMBA,CAJARURO,-5.85608,-78.1736,rural,Fuera de casco urbano INEI,,,,,,
50018,AMAZONAS,UTCUBAMBA,CAJARURO,-5.8391,-78.19,urbano,INEI casco urbano WFS,010702,CAJARURO,CASCO URBANO,61.13,0.0621,urbano_periferico
50019,AMAZONAS,UTCUBAMBA,CUMBA,-5.97031,-78.578644,urbano,INEI casco urbano WFS,010703,CUMBA,CASCO URBANO,16.13,0.0249,urbano_periferico
50020,AMAZONAS,UTCUBAMBA,CUMBA,-5.943192,-78.549272,rural,Fuera de casco urbano INEI,,,,,,
50021,AMAZONAS,UTCUBAMBA,CUMBA,-5.91272,-78.56067,urbano,INEI casco urbano WFS,010703,CUMBA,CASCO URBANO,95.22,0.1469,urbano_periferico
50022,AMAZONAS,UTCUBAMBA,EL MILAGRO,-5.853953,-78.614786,rural,Fuera de casco urbano INEI,,,,,,
50023,AMAZONAS,UTCUBAMBA,JAMALCA,-6.010769,-78.175712,rural,Fuera de casco urbano INEI,,,,,,
50024,AMAZONAS,UTCUBAMBA,LONYA GRANDE,-6.1548,-78.3752,urbano,INEI casco urbano WFS,010706,LONYA GRANDE,CASCO URBANO,22.6,0.0391,urbano_periferico
50025,ANCASH,ASUNCION,ACOCHACA,-9.073234,-77.38981,rural,Fuera de casco urbano INEI,,,,,,
50026,ANCASH,HUARAZ,HUARAZ,-9.5648,-77.4856,urbano,INEI casco urbano WFS,020101,HUARAZ,CASCO URBANO,87.17,0.0545,urbano_periferico
50027,ANCASH,HUARAZ,INDEPENDENCIA,-9.513374,-77.503626,urbano,INEI casco urbano WFS,020105,INDEPENDENCIA,CASCO URBANO,497.81,0.2039,urbano_central
50028,ANCASH,HUARAZ,JANGAS,-9.423046,-77.590519,urbano,INEI casco urbano WFS,020106,JANGAS,CASCO URBANO,51.53,0.0817,urbano_periferico
50029,ANCASH,HUARAZ,TARICA,-9.394228,-77.526633,rural,Fuera de casco urbano INEI,,,,,,
50030,ANCASH,HUARI,HUACCHIS,-9.15903,-76.80065,urbano,INEI casco urbano WFS,021006,HUACCHIS,CASCO URBANO,120.54,0.1907,urbano_central
50031,ANCASH,HUARI,HUACHIS,-9.520522,-77.018416,rural,Fuera de casco urbano INEI,,,,,,
50032,ANCASH,HUARI,HUANTAR,-9.490623,-77.163042,urbano,INEI casco urbano WFS,021008,HUANTAR,CASCO URBANO,44.27,0.1088,urbano_periferico
50033,ANCASH,HUARI,HUARI,-9.261088,-77.172263,rural,Fuera de casco urbano INEI,,,,,,
50034,ANCASH,HUARI,PAUCAS,-9.144819,-76.843964,urbano,INEI casco urbano WFS,021010,PAUCAS,CASCO URBANO,38.21,0.073,urbano_periferico
50035,ANCASH,HUARI,PONTO,-9.34935,-77.01412,urbano,INEI casco urbano WFS,021011,PONTO,CASCO URBANO,29.61,0.0689,urbano_periferico
50036,ANCASH,HUARI,SAN MARCOS,-9.523713,-77.020196,rural,Fuera de casco urbano INEI,,,,,,
50037,ANCASH,HUARI,SAN MARCOS,-9.525742,-77.127696,urbano,INEI casco urbano WFS,021014,SAN MARCOS,CASCO URBANO,30.5,0.0443,urbano_periferico
50038,ANCASH,HUARI,SAN MARCOS,-9.659698,-77.18631,urbano,INEI casco urbano WFS,021014,SAN MARCOS,CASCO URBANO,20.76,0.0301,urbano_periferico
50039,ANCASH,HUARI,SAN MARCOS,-9.669361,-77.175097,rural,Fuera de casco urbano INEI,,,,,,
50040,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,-8.768408,-77.303114,rural,Fuera de casco urbano INEI,,,,,,
50041,ANCASH,POMABAMBA,PAROBAMBA,-8.607648,-77.372098,rural,Fuera de casco urbano INEI,,,,,,
50042,ANCASH,POMABAMBA,POMABAMBA,-8.84191,-77.44598,rural,Fuera de casco urbano INEI,,,,,,
50043,ANCASH,SANTA,CHIMBOTE,-8.939009,-78.544288,rural,Fuera de casco urbano INEI,,,,,,
50045,ANCASH,SIHUAS,SAN JUAN,-8.671964,-77.573341,urbano,INEI casco urbano WFS,021909,SAN JUAN,CASCO URBANO,74.65,0.1773,urbano_periferico
50046,ANCASH,YUNGAY,MANCOS,-9.221296,-77.686966,urbano,INEI casco urbano WFS,022003,MANCOS,CASCO URBANO,178.28,0.2382,urbano_central
50047,ANCASH,YUNGAY,YUNGAY,-9.081228,-77.729123,rural,Fuera de casco urbano INEI,,,,,,
50048,APURIMAC,ANDAHUAYLAS,KISHUARA,-13.631262,-73.171323,rural,Fuera de casco urbano INEI,,,,,,
50050,APURIMAC,AYMARAES,POCOHUANCA,-14.17667,-73.09736,urbano,INEI casco urbano WFS,030410,POCOHUANCA,CASCO URBANO,20.86,0.0624,urbano_periferico
50051,APURIMAC,AYMARAES,TAPAIRIHUA,-14.1084,-73.1686,rural,Fuera de casco urbano INEI,,,,,,
50052,APURIMAC,CHINCHEROS,CHINCHEROS,-13.5627,-73.723097,urbano,INEI casco urbano WFS,030601,CHINCHEROS,CASCO URBANO,152.05,0.1778,urbano_central
50053,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,-14.211853,-72.297543,rural,Fuera de casco urbano INEI,,,,,,
50054,APURIMAC,COTABAMBAS,HAQUIRA,-14.293184,-72.278683,urbano,INEI casco urbano WFS,030504,HAQUIRA,CASCO URBANO,206.09,0.2082,urbano_central
50055,APURIMAC,COTABAMBAS,MARA,-14.074443,-72.167482,rural,Fuera de casco urbano INEI,,,,,,
50056,AREQUIPA,AREQUIPA,LA JOYA,-16.586842,-71.927178,rural,Fuera de casco urbano INEI,,,,,,
50057,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,-15.89635,-73.18734,urbano,INEI casco urbano WFS,040606,RIO GRANDE,CASCO URBANO,56.06,0.1212,urbano_periferico
50058,AREQUIPA,LA UNION,PAMPAMARCA,-15.13055,-72.903659,urbano,INEI casco urbano WFS,040805,PAMPAMARCA,CASCO URBANO,32.97,0.1021,urbano_periferico
50059,AYACUCHO,CANGALLO,CHUSCHI,-13.6123,-74.2897,urbano,INEI casco urbano WFS,050204,MARIA PARADO DE BELLIDO,CASCO URBANO,277.78,0.4443,urbano_central
50061,AYACUCHO,CANGALLO,PARAS,-13.3341,-74.59463,rural,Fuera de casco urbano INEI,,,,,,
50062,AYACUCHO,HUAMANGA,CHIARA,-13.3931,-74.26305,urbano,INEI casco urbano WFS,050105,CHIARA,CASCO URBANO,202.08,0.21,urbano_central
50063,AYACUCHO,HUAMANGA,VINCHOS,-13.3149,-74.3402,rural,Fuera de casco urbano INEI,,,,,,
50064,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,-13.830007,-74.385315,urbano,INEI casco urbano WFS,050304,SANTIAGO DE LUCANAMARCA,CASCO URBANO,21.45,0.0469,urbano_periferico
50065,AYACUCHO,HUANTA,SANTILLANA,-12.6908,-74.299,urbano,INEI casco urbano WFS,050406,SANTILLANA,CASCO URBANO,27.27,0.0792,urbano_periferico
50066,AYACUCHO,HUANTA,UCHURACCAY,-12.8617,-74.0485,rural,Fuera de casco urbano INEI,,,,,,
50068,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,-13.6418,-73.884,rural,Fuera de casco urbano INEI,,,,,,
50069,CAJAMARCA,CAJABAMBA,CAJABAMBA,-7.649281,-78.032857,rural,Fuera de casco urbano INEI,,,,,,
50071,CAJAMARCA,CAJAMARCA,COSPAN,-7.519822,-78.528807,rural,Fuera de casco urbano INEI,,,,,,
50072,CAJAMARCA,CAJAMARCA,ENCAÑADA,-6.943735,-78.556322,rural,Fuera de casco urbano INEI,,,,,,
50073,CAJAMARCA,CELENDIN,HUASMIN,-6.849793,-78.316691,rural,Fuera de casco urbano INEI,,,,,,
50074,CAJAMARCA,CELENDIN,SUCRE,-7.010438,-78.155715,rural,Fuera de casco urbano INEI,,,,,,
50075,CAJAMARCA,CHOTA,CHALAMARCA,-6.513716,-78.518275,urbano,INEI casco urbano WFS,060419,CHALAMARCA,CASCO URBANO,68.4,0.1999,urbano_periferico
50076,CAJAMARCA,CHOTA,CONCHAN,-6.492045,-78.560111,rural,Fuera de casco urbano INEI,,,,,,
50077,CAJAMARCA,CHOTA,LLAMA,-6.627646,-79.339027,urbano,INEI casco urbano WFS,060411,LLAMA,CASCO URBANO,101.4,0.118,urbano_periferico
50078,CAJAMARCA,CONTUMAZA,CUPISNIQUE,-7.313037,-79.043036,rural,Fuera de casco urbano INEI,,,,,,
50079,CAJAMARCA,CONTUMAZA,GUZMANGO,-7.35247,-78.929749,rural,Fuera de casco urbano INEI,,,,,,
50080,CAJAMARCA,CUTERVO,QUEROCOTILLO,-6.208172,-78.991017,urbano,INEI casco urbano WFS,060607,QUEROCOTILLO,CASCO URBANO,27.34,0.0724,urbano_periferico
50081,CAJAMARCA,CUTERVO,SOCOTA,-6.250651,-78.659915,rural,Fuera de casco urbano INEI,,,,,,
50082,CAJAMARCA,HUALGAYOC,HUALGAYOC,-6.682551,-78.613976,rural,Fuera de casco urbano INEI,,,,,,
50083,CAJAMARCA,JAEN,BELLAVISTA,-5.449814,-78.834556,urbano,INEI casco urbano WFS,060802,BELLAVISTA,CASCO URBANO,148.19,0.1509,urbano_central
50084,CAJAMARCA,JAEN,BELLAVISTA,-5.520602,-78.89469,rural,Fuera de casco urbano INEI,,,,,,
50085,CAJAMARCA,JAEN,CHONTALI,-5.723601,-79.041696,rural,Fuera de casco urbano INEI,,,,,,
50086,CAJAMARCA,SAN IGNACIO,CHIRINOS,-5.242766,-78.946889,rural,Fuera de casco urbano INEI,,,,,,
50087,CAJAMARCA,SAN MARCOS,GREGORIO PITA,-7.261219,-78.135509,rural,Fuera de casco urbano INEI,,,,,,
50088,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,-7.138426,-78.006786,rural,Fuera de casco urbano INEI,,,,,,
50089,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,-7.302384,-78.02011,rural,Fuera de casco urbano INEI,,,,,,
50090,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,-7.265607,-78.026894,urbano,INEI casco urbano WFS,061007,JOSE SABOGAL,CASCO URBANO,109.13,0.2254,urbano_central
50091,CAJAMARCA,SAN MIGUEL,CALQUIS,-6.874795,-78.915867,rural,Fuera de casco urbano INEI,,,,,,
50092,CAJAMARCA,SAN MIGUEL,CATILLUC,-6.820982,-78.725127,rural,Fuera de casco urbano INEI,,,,,,
50094,CAJAMARCA,SAN MIGUEL,LLAPA,-6.928826,-78.809175,rural,Fuera de casco urbano INEI,,,,,,
50095,CAJAMARCA,SAN MIGUEL,LLAPA,-6.917804,-78.760378,rural,Fuera de casco urbano INEI,,,,,,
